id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
8.87745E+17,Condo in Portland · 2 bedrooms · 2 beds · 1 bath,56229591,Susan,,Portland Downtown,45.5103912,-122.6782267,Entire home/apt,10,31,1,11/18/2023,0.91,1,224,1,
18412868,Treehouse in Portland · ★4.90 · 1 bedroom · 1 bed · Private half-bath,127584615,Carole,,South Tabor,45.49798,-122.58429,Private room,27,1,406,10/13/2023,5.02,1,82,36,20-112482-000-00-HO
7.81301E+17,Home in Portland · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,491342609,Victoria,,Parkrose Heights,45.53863034,-122.5410461,Private room,28,1,14,12/18/2023,1.16,1,61,14,City registration pending
9.55458E+17,Home in Portland · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,531181880,Peter,,Powellhurst-Gilbert,45.485,-122.53963,Private room,29,2,5,11/30/2023,1.29,1,178,5,City registration pending
23446571,Bungalow in Portland · ★4.89 · 5 bedrooms · 1 bed · 1 shared bath,20955447,Helen,,Powellhurst-Gilbert,45.4869,-122.54805,Private room,30,2,18,9/30/2023,0.26,1,355,2,City registration pending
4000140,Rental unit in Portland · ★4.63 · Studio · 1 bed · 1 bath,20738963,Jodi,,Sullivan's Gulch,45.53404,-122.64477,Entire home/apt,31,2,516,12/1/2023,4.57,1,202,58,City registration pending
9.94293E+17,Guest suite in Portland · 1 bedroom · 1 bed · 1 bath,196930510,Mindy,,Roseway,45.54992,-122.59608,Entire home/apt,32,30,1,11/25/2023,1,1,201,1,City registration pending
7.33337E+17,Home in Portland · 1 bedroom · 1 bed · 1 shared bath,141929,Concierge Haus,,Kenton,45.57735,-122.69217,Private room,32,31,0,,,1,235,0,City registration pending
7.34811E+17,Home in Portland · 1 bedroom · 1 bed · 1 shared bath,191415381,Carla,,Arbor Lodge,45.57622,-122.69417,Private room,32,31,1,9/21/2023,0.33,1,289,1,City registration pending
8.25419E+17,Home in Portland · ★4.94 · 1 bedroom · 1 bed · 1 private bath,220092585,Emilio,,Parkrose,45.55782788,-122.562736,Private room,35,1,17,11/7/2023,1.69,1,256,17,City registration pending
7.04428E+17,Home in Portland · 1 bedroom · 1 bed · 1 shared bath,27280152,Donny,,Mt. Scott-Arleta,45.47703,-122.58709,Private room,35,1,2,12/15/2023,0.15,1,363,1,City registration pending
1018584,Bungalow in Portland · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,296928,Tree Marie,,Vernon,45.56452,-122.64955,Private room,35,30,124,11/11/2019,1.16,1,33,0,
21380067,Tiny home in Portland · ★4.65 · 1 bedroom · 1 bed · 1 bath,154845228,Tobin,,King,45.55943,-122.6619,Entire home/apt,35,30,62,9/9/2023,0.83,1,240,1,
6.18752E+17,Guest suite in Portland · ★4.70 · 1 bedroom · 1 bed · 1 bath,390757744,Jessica,,King,45.554653,-122.654266,Entire home/apt,35,1,97,11/19/2023,5.16,1,0,57,23-002478-000-00-HO
9.77816E+17,Home in Portland · 1 bedroom · 1 bed · 1 bath,12012940,Kate,,Sumner,45.55533374,-122.5751591,Private room,35,30,1,12/11/2023,1,1,151,1,
9.41591E+17,Rental unit in Portland · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,298021791,Kalynn,,Wilkes,45.55117683,-122.5054693,Private room,35,1,7,12/2/2023,2.02,1,255,7,City registration pending
9.61806E+17,Camper/RV in Portland · 2 beds · 1 bath,657231,Laura,,Pleasant Valley,45.47176421,-122.5332282,Entire home/apt,36,30,0,,,1,56,0,City registration pending
52923271,Home in Portland · ★4.80 · 1 bedroom · 1 bed · 1 private bath,426716618,Charmaine,,Centennial,45.50795,-122.49489,Private room,36,31,5,11/30/2022,0.21,1,77,0,
53784786,Home in Portland · 1 bedroom · 1 bed · 1 shared bath,14048945,Rachel,,Hazelwood,45.52902248,-122.5578806,Private room,37,30,0,,,1,62,0,
8.82551E+17,Home in Portland · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,230664404,Peter,,Powellhurst-Gilbert,45.48677,-122.53756,Private room,38,2,12,11/14/2023,1.7,1,169,12,City registration pending
35682143,Home in Portland · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,76418105,Estelle,,Bridlemile,45.49114,-122.72302,Private room,38,1,62,10/18/2023,1.13,1,297,5,City registration pending
7.28589E+17,Home in Portland · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,51102839,Colton,,Argay,45.5497677,-122.5213847,Private room,38,1,22,12/15/2023,5.79,1,167,22,23-109653-000-00-HO
6346680,Home in Portland · ★4.84 · 1 bedroom · 1 bed · 1 bath,33056989,Franz And Teresa,,Argay,45.5482,-122.52523,Private room,39,3,32,5/1/2023,0.31,1,346,1,City registration pending
10366008,Home in Portland · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,42719900,Matt,,Madison South,45.54657,-122.57281,Private room,39,1,128,9/21/2023,1.34,1,365,9,16-245725-000-00-HO
22733624,Condo in Portland · ★4.61 · Studio · 1 bed · 1 bath,9111756,Clarissa,,Goose Hollow,45.52079,-122.68941,Entire home/apt,39,30,18,8/13/2023,0.28,1,365,2,
3562307,Condo in Portland · ★4.82 · 2 bedrooms · 1 shared bath,17615383,Patrick,,Northwest District,45.53297043,-122.7051773,Private room,39,30,276,6/21/2023,2.4,1,365,1,
35486590,Home in Portland · ★4.95 · 1 bedroom · 1 bed · 2 shared baths,16213970,Susannah,,Montavilla,45.52873,-122.58766,Private room,39,1,111,12/14/2023,2.17,1,160,37,City registration pending
10546918,Home in Portland · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,54390576,Dresden,,Sunnyside,45.51325,-122.62122,Private room,40,2,39,12/5/2023,3.08,1,0,38,City registration pending
51066757,Bed and breakfast in Portland · ★New · 1 bedroom · 1 bed · 1 shared bath,202706136,Shannan,,Sellwood-Moreland Improvement League,45.4802843,-122.6483003,Private room,40,30,0,,,1,244,0,City registration pending
7.6779E+17,Home in Portland · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,361663214,Jerry,,Irvington,45.5428134,-122.6568239,Private room,40,1,7,12/9/2023,0.92,1,47,7,23-028007-000-00-HO
4572931,Home in Portland · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,21691680,Lori,,Cathedral Park,45.58494,-122.74654,Private room,40,2,153,11/24/2023,1.38,1,79,29,15-218864-000-00-HO
9.84274E+17,Home in Portland · ★5.0 · 1 bedroom · 1 bed · 1 private bath,36400059,Cody,,Rose City Park,45.53846273,-122.6112401,Private room,40,1,16,12/19/2023,6.86,1,59,16,23-087629-000-00-HO
687927,Bungalow in Portland · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,3425231,Kit,,Sunnyside,45.51365,-122.62041,Private room,40,7,175,10/31/2023,1.28,1,269,6,14-255222-000-00-HO
21742124,Home in Portland · ★4.92 · 2 bedrooms · 1 bed · 1 shared bath,148139307,Lucia,,Parkrose Heights,45.53516,-122.53952,Private room,40,30,12,7/14/2019,0.16,1,365,0,
1123780,Guest suite in Portland · ★4.76 · 1 bedroom · 1 bed · 1 bath,2946939,Jennifer,,Concordia,45.56028,-122.62061,Entire home/apt,41,1,436,12/17/2023,3.39,1,145,93,18-191039-000-00-HO
6.77434E+17,Home in Portland · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,14898122,Luz,,Portsmouth,45.59239,-122.7185,Private room,42,3,14,11/1/2022,0.82,1,343,0,City registration pending
8252431,Home in Portland · ★4.82 · 2 bedrooms · 6 beds · 1 shared bath,43519398,Vicky,,Madison South,45.54665,-122.57117,Private room,42,1,542,12/3/2023,5.4,1,359,74,City registration pending
8.31783E+17,Home in Portland · 1 bedroom · 1 bed · 1 shared bath,6242935,Leslie,,Humboldt,45.5553146,-122.6677392,Private room,42,30,1,6/30/2023,0.17,1,258,1,
42468070,Guest suite in Portland · ★4.93 · 1 bedroom · 2 beds · 1 bath,42701935,Jim,,Concordia,45.56086,-122.64066,Entire home/apt,42,2,245,12/19/2023,5.59,1,105,72,21-004176-000-00-HO
885006,Bungalow in Portland · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,4688334,Gina,,Multnomah,45.46168,-122.70951,Private room,43,1,311,3/8/2020,2.36,1,298,0,14-222421-000-00-HO
51804031,Townhouse in Portland · ★4.84 · 1 bedroom · 1 bed · 1 private bath,417913151,Sean,,Goose Hollow,45.51506,-122.69578,Private room,43,3,81,12/1/2023,2.93,1,8,29,City registration pending
3433867,Guest suite in Portland · ★4.81 · 1 bedroom · 1 bed · 1 bath,6083552,Danielle,,Grant Park,45.5356,-122.62712,Entire home/apt,44,3,275,12/7/2023,2.41,1,356,35,City registration pending
9.98622E+17,Home in Portland · ★New · 1 bedroom · 1 bed · 2 shared baths,12612277,Kyle,,Sabin,45.54897858,-122.6488018,Private room,44,1,0,,,1,263,0,City registration pending
9.67526E+17,Home in Portland · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,16395292,Jasmine,,Irvington,45.54201718,-122.6579269,Private room,44,1,6,12/6/2023,1.86,1,296,6,23-028007-000-00-HO
8018480,Guesthouse in Portland · ★4.94 · 1 bedroom · 1 bed · 1 bath,12099165,Catherine,,Humboldt,45.55515,-122.67182,Entire home/apt,44,30,64,8/27/2023,0.67,1,0,2,
9631880,Home in Portland · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,596414,Travis,,Arbor Lodge,45.56669,-122.68718,Private room,44,2,11,8/25/2017,0.11,1,363,0,City registration pending
39727402,Home in Portland · 2 bedrooms · 1 bed · 3.5 shared baths,85532744,Chris,,Lents,45.4694,-122.55882,Private room,45,31,1,6/30/2021,0.03,1,0,0,
7.87273E+17,Home in Portland · ★4.63 · 1 bedroom · 1 bed · 1 shared bath,274987891,James,,Lents,45.49533602,-122.5683496,Private room,45,1,8,12/3/2023,0.71,1,364,8,City registration pending
9.49148E+17,Rental unit in Portland · 1 bedroom · 2 beds · 1 bath,96996221,David,,Woodstock,45.48635385,-122.6122705,Private room,45,2,1,10/4/2023,0.38,1,365,1,16-141272-000-00-HO
8.39582E+17,Home in Portland · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,2447442,Rocky,,Powellhurst-Gilbert,45.50139605,-122.5376683,Private room,45,2,4,9/25/2023,0.69,1,353,4,City registration pending
33453422,Home in Portland · ★4.93 · 2 bedrooms · 2 beds · 1.5 baths,129037670,Kat,,Kenton,45.58652,-122.70349,Private room,45,2,72,12/12/2023,1.29,1,158,31,19-186316-000-00-HO
1429073,Home in Portland · ★4.99 · 1 bedroom · 1 bed · 1 private bath,7656277,Joanne,,South Tabor,45.49991,-122.60654,Private room,45,2,184,11/25/2023,1.46,1,0,22,16-120298-000-00-HO
4263742,Home in Portland · ★4.80 · 1 bedroom · 1 bed · 1 bath,22131920,Mary-Margaret & Greg,,Portsmouth,45.58711,-122.71401,Entire home/apt,45,2,61,4/15/2017,0.57,1,14,0,23-086576-000-00-HO
25539936,Rental unit in Portland · ★4.83 · 1 bedroom · 1 bed · 1 bath,5337178,Selena,,Irvington,45.53694,-122.65553,Entire home/apt,45,30,6,4/30/2023,0.09,1,48,1,
49129986,Home in Portland · ★5.0 · 2 bedrooms · 5 beds · 1 bath,19539687,Allen,,Parkrose,45.55715,-122.55966,Entire home/apt,45,30,6,5/1/2022,0.2,1,65,0,
19880543,Guest suite in Portland · ★4.77 · 1 bedroom · 1 bed · 1 private bath,63788073,J,,Hazelwood,45.52064,-122.53362,Private room,45,4,257,12/10/2023,3.36,1,19,25,City registration pending
9.66086E+17,Home in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,18901044,Christina,,Hazelwood,45.5288164,-122.5364843,Private room,45,1,8,12/10/2023,2.22,1,0,8,City registration pending
1.0493E+18,Tiny home in Portland · ★New · 1 bedroom · 1 bed · 1 bath,5181286,Thomas,,Sunnyside,45.5126393,-122.6147917,Entire home/apt,46,30,0,,,1,238,0,
53432624,Home in Portland · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,6564786,Sarah,,Foster-Powell,45.48632,-122.58263,Private room,46,1,79,12/6/2023,3.44,1,295,41,22-114707-000-00-HO
20254887,Home in Portland · ★4.88 · 1 bedroom · 1 bed · 1 private bath,140336238,Erin,,Sellwood-Moreland Improvement League,45.45779,-122.65252,Private room,46,30,25,8/31/2023,0.32,1,354,4,
53883589,Guest suite in Portland · ★4.60 · 1 bedroom · 1 bed · 1 bath,99516147,David,,Sabin,45.554,-122.65306,Entire home/apt,46,30,5,3/12/2023,0.23,1,215,2,
50413730,Home in Portland · ★4.93 · Studio · 2 beds · 1 bath,30153456,Tim,,Sellwood-Moreland Improvement League,45.48507,-122.64718,Entire home/apt,47,1,71,12/15/2023,2.43,1,104,41,21-068645-000-00-HO
39874259,Home in Portland · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,45233333,Josie,,Kenton,45.58830205,-122.7008105,Private room,48,2,23,11/2/2023,4.08,1,91,23,City registration pending
18996706,Rental unit in Portland · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,132519510,Pamela,,Multnomah,45.45499,-122.71732,Private room,48,30,19,10/14/2023,0.27,1,358,3,
28102068,Rental unit in Portland · ★4.21 · Studio · 1 bed · 1 bath,212276052,Villa,,Northwest District,45.53504,-122.70317,Entire home/apt,48,30,13,11/20/2023,0.24,1,0,5,
1.04063E+18,Rental unit in Portland · ★New · 1 bedroom · 1 bed · 1 private bath,394566235,Todd,,Portland Downtown,45.5092802,-122.6823414,Private room,48,1,0,,,1,9,0,
1.02023E+18,Home in Portland · ★New · 1 bedroom · 1 bed · 1 bath,32455231,Leah,,Kenton,45.57899,-122.70016,Private room,48,1,0,,,1,89,0,City registration pending
5.78757E+17,casa particular in Portland · 1 bedroom · 2 beds · 1 shared bath,433110508,Riley,,Creston-Kenilworth,45.49653,-122.62872,Private room,48,3,2,5/3/2022,0.1,1,179,0,City registration pending
30591779,Townhouse in Portland · ★5.0 · 1 bedroom · 1 bed · 1 private bath,204559,Charlie,,Brentwood-Darlington,45.47309,-122.57983,Private room,49,30,6,9/2/2019,0.1,1,363,0,
1.02858E+18,Rental unit in Portland · ★New · 1 bedroom · 1 bed · 1 bath,63170663,Jonathan,,Overlook,45.5622333,-122.6792606,Private room,49,1,0,,,1,89,0,City registration pending
4975966,Rental unit in Portland · ★4.88 · 1 bedroom · 1 bed · 1 bath,4497071,Veronica,,Woodstock,45.4855,-122.61527,Entire home/apt,49,1,195,3/8/2020,1.98,1,0,0,15-219725-000-00-HO
20458269,Guest suite in Portland · ★4.87 · Studio · 1 bath,48307943,Amy And Derek,,Madison South,45.5412,-122.57649,Entire home/apt,49,2,135,5/13/2022,1.75,1,167,0,City registration pending
20591246,Home in Portland · ★4.93 · 2 bedrooms · 2 beds · 1 private bath,23416496,Robert & Donna,,Rose City Park,45.54162,-122.59845,Private room,49,1,242,12/5/2023,3.22,1,0,27,17-239847-000-00-HO
50073191,Guest suite in Portland · ★4.75 · 1 bedroom · 1 bed · 1 bath,6263529,Sheuli,,Markham,45.45101,-122.70389,Entire home/apt,49,2,68,10/22/2023,2.18,1,75,20,City registration pending
32423269,Home in Portland · ★4.88 · 1 bedroom · 2 beds · 1 private bath,238984344,Thomas,,Mt. Tabor,45.51492,-122.61009,Private room,50,1,234,12/8/2023,4,1,85,53,18-277907-000-00-HO
1650401,Home in Portland · ★4.91 · Studio · 3 beds · 1 bath,1178421,Stephanie,,Richmond,45.51155,-122.61581,Entire home/apt,50,30,459,12/18/2022,3.68,1,47,0,17-140501-000-00-HO
38263711,Home in Portland · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,25370041,Amaranth,,Piedmont,45.57169,-122.66478,Private room,50,1,67,10/14/2023,1.34,1,137,18,19-247742-000-00-HO
1.01688E+18,Home in Portland · ★5.0 · 1 bedroom · 1 bed · 1 private bath,48325865,Clay,,Concordia,45.56812,-122.62078,Private room,50,1,4,12/16/2023,3,1,222,4,City registration pending
19209341,Home in Portland · 1 bedroom · 1 bed · 1 bath,106287972,Joe,,Mt. Tabor,45.52255407,-122.6099113,Entire home/apt,50,30,1,3/31/2023,0.11,1,221,1,
19208182,Home in Portland · ★4.97 · 1 bedroom · 1 bed · 1.5 baths,22809489,Matthew,,Creston-Kenilworth,45.49084,-122.62768,Private room,50,1,474,12/6/2023,6.02,1,327,76,City registration pending
22437323,Cabin in Portland · ★4.97 · Studio · 1 bed · 1 bath,127253983,Tucker,,Foster-Powell,45.49326,-122.59907,Entire home/apt,50,30,105,10/6/2023,1.59,1,261,2,
19387985,Home in Portland · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,9584819,Ozzie,,Homestead,45.49689484,-122.6959152,Private room,50,1,27,11/18/2023,0.83,1,97,2,City registration pending
5762158,Condo in Portland · ★5.0 · Studio · 1 bed · 1 bath,26905222,Ines,,Goose Hollow,45.52071,-122.68734,Entire home/apt,50,30,13,5/29/2023,0.12,1,139,1,
17733906,Rental unit in Portland · ★4.75 · Studio · 1 bed · 1 bath,10161853,Villa,,Northwest District,45.53517,-122.70206,Entire home/apt,50,30,28,11/22/2023,0.38,1,246,6,
13623856,Home in Portland · ★4.70 · Studio · 1 bed · 1 bath,2038566,Jooyoung,,Concordia,45.5699,-122.62951,Entire home/apt,50,2,46,8/31/2020,0.52,1,5,0,17-188248-000-00-HO
6.77558E+17,Home in Portland · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,82680874,Roman,,Portsmouth,45.58605,-122.71162,Private room,50,1,114,12/8/2023,6.68,1,351,77,City registration pending
8.36188E+17,Home in Portland · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,65276444,Laura,,St. Johns,45.5921,-122.73382,Private room,50,1,39,11/15/2023,4.45,1,178,39,City registration pending
41508683,Home in Portland · ★4.93 · 1 bedroom · 1 bed · 2 shared baths,806654,Briana,,Richmond,45.49914077,-122.6134137,Private room,50,2,30,11/14/2023,0.63,1,76,22,19-206982-000-00-HO
23328366,Guest suite in Portland · ★4.86 · 1 bedroom · 1 bed · 1 bath,38610656,Kari,,South Tabor,45.50435,-122.58395,Entire home/apt,50,14,87,3/24/2020,1.27,1,72,0,City registration pending
8.00757E+17,Townhouse in Portland · ★5.0 · 1 bedroom · 1 bed · 1 private bath,163637443,Nichole,,South Portland,45.4803737,-122.6751608,Private room,50,2,15,11/19/2023,1.72,1,255,15,City registration pending
7591432,Guesthouse in Portland · ★4.62 · 1 bedroom · 2 beds · 1 bath,12340051,Mike,,Arbor Lodge,45.57629,-122.6802,Entire home/apt,50,30,29,8/31/2022,0.29,1,189,0,
21155236,Guest suite in Portland · ★4.89 · 1 bedroom · 2 beds · 1 bath,7634865,Claire,,Woodstock,45.48709,-122.61317,Entire home/apt,50,10,87,12/10/2023,1.21,1,150,7,City registration pending
18034741,Guest suite in Portland · ★4.81 · Studio · 2 beds · 1 bath,2021272,Erik,,Humboldt,45.55857,-122.66723,Entire home/apt,51,2,512,12/5/2023,6.4,1,171,61,17-157260-000-00-HO
9.63794E+17,Home in Portland · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,89235247,Melanie,,Lents,45.47383,-122.57836,Private room,51,1,3,12/11/2023,2.05,1,59,3,City registration pending
11828426,Home in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,5757331,Mitch,,Concordia,45.55867,-122.62528,Entire home/apt,51,30,13,2/23/2017,0.15,1,72,0,
6.39201E+17,Guesthouse in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,5740199,Brent,,King,45.56121,-122.65621,Entire home/apt,51,3,38,12/18/2023,2.31,1,16,27,City registration pending
25139487,Home in Portland · ★4.85 · 1 bedroom · 1 bed · 1 bath,20045413,Cheryl,,Mill Park,45.51642,-122.53374,Entire home/apt,51,2,403,11/30/2023,6.02,1,0,23,17-274974-000-00-HO
7486149,Home in Portland · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,13531661,Meredith,,Overlook,45.56585199,-122.6959928,Private room,51,2,218,11/13/2023,2.33,1,89,22,17-237334-000-00-HO
15375039,Guest suite in Portland · ★4.88 · 1 bedroom · 2 beds · 1 bath,4649264,David,,King,45.56276,-122.66411,Entire home/apt,52,1,466,12/12/2023,5.34,1,0,40,16-267462-000-00-HO
35317415,Rental unit in Portland · ★4.93 · Studio · 1 bed · 1 bath,6484099,Sarah,,Richmond,45.49851,-122.62998,Entire home/apt,52,3,40,4/16/2023,0.77,1,2,8,17-253011-000-00-HO
1.0117E+18,Home in Portland · ★New · 1 bedroom · 1 bed · 1.5 shared baths,7990678,Sarah And Romel,,Arbor Lodge,45.56749041,-122.6890962,Private room,52,2,0,,,1,353,0,City registration pending
9.04578E+17,Bed and breakfast in Portland · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,499873467,Faith,,Cathedral Park,45.58645092,-122.7522208,Private room,53,1,8,10/20/2023,1.34,1,364,8,City registration pending
6.58664E+17,Home in Portland · ★4.88 · 1 bedroom · 1 bed · 2 baths,36055678,Joey,,Mt. Scott-Arleta,45.4893465,-122.5992641,Private room,53,1,8,12/3/2023,2.22,1,43,8,City registration pending
30103421,Rental unit in Portland · ★4.90 · Studio · 2 beds · 1 bath,105882281,Corinne,,Northwest District,45.52455,-122.68811,Entire home/apt,53,30,21,8/13/2023,0.34,1,322,1,
52735036,Home in Portland · 1 bedroom · 1 bed · 1 shared bath,330040000,Meredith,,Hazelwood,45.52961264,-122.5368713,Private room,53,7,0,,,1,364,0,City registration pending
1.02171E+18,Dome in Portland · ★New · 1 bedroom · 1 bed · Half-bath,6048666,Dominique,,South Tabor,45.50363,-122.59135,Entire home/apt,53,1,0,,,1,269,0,City registration pending
35390383,Rental unit in Portland · ★4.97 · 1 bedroom · 1 bed · 1 bath,5231006,Dawn,,North Tabor,45.52504,-122.61213,Entire home/apt,53,2,37,12/9/2023,1.7,1,74,23,21-108025-000-00-HO
6165708,Guest suite in Portland · ★4.91 · 1 bedroom · 2 beds · 1 bath,4635967,Jesse & Jeff,,Piedmont,45.57596,-122.67135,Entire home/apt,53,2,551,12/3/2023,5.33,1,66,78,15-152757-000-00-HO
8.46543E+17,Home in Portland · ★5.0 · 1 bedroom · 1 bed · 1 private bath,9583289,Pamela,,Markham,45.4521226,-122.7027993,Private room,53,1,46,10/10/2023,5.13,1,15,46,City registration pending
15789786,Home in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,47789439,Zenana,,Markham,45.45815,-122.70162,Entire home/apt,54,153,11,12/15/2019,0.13,1,181,0,
6.74794E+17,Guest suite in Portland · ★4.88 · Studio · 2 beds · 1 bath,9013078,Neysa,,University Park,45.58098,-122.7336,Entire home/apt,54,1,65,12/3/2023,3.84,1,60,53,City registration pending
3198698,Guest suite in Portland · ★4.80 · 2 bedrooms · 2 beds · 1 bath,9132065,Jodi,,Roseway,45.55301,-122.58236,Entire home/apt,54,3,222,10/30/2023,1.91,1,72,15,15-120957-000-00-HO
5.81864E+17,Condo in Portland · ★5.0 · Studio · 1 bed · 1 bath,82861962,Zach,,Boise,45.55235,-122.665,Entire home/apt,54,31,7,10/7/2023,0.35,1,334,4,Exempt
49273485,Condo in Portland · ★5.0 · 1 bedroom · 1 bed · 2 baths,4431797,Anita,,Old Town/Chinatown,45.52902,-122.67435,Entire home/apt,54,30,4,9/22/2023,0.23,1,48,2,
7.63139E+17,Condo in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,340860910,Francois,,Northwest District,45.5232223,-122.6870309,Entire home/apt,55,31,3,9/23/2023,0.25,1,266,3,Exempt
1665757,Rental unit in Portland · ★4.78 · 1 bedroom · 2 beds · 1 bath,4243978,Anne,,Mt. Tabor,45.50829,-122.58815,Entire home/apt,55,3,239,11/26/2023,1.93,1,289,22,City registration pending
8.84864E+17,Condo in Portland · ★4.75 · 1 bedroom · 1 bed · 1 bath,203219784,Val,,Goose Hollow,45.5214879,-122.6885296,Entire home/apt,55,30,4,12/12/2023,0.69,1,336,4,
7162521,Guest suite in Portland · ★4.96 · 1 bedroom · 1 bed · 1 private bath,29874534,Lisa,,Mt. Tabor,45.50625,-122.60527,Private room,55,1,565,11/27/2023,5.56,1,334,42,15-209798-000-00-HO
50549734,Guesthouse in Portland · ★4.86 · 1 bedroom · 1 bed · 1 bath,85763112,Jory Janet Lee,,Madison South,45.53854,-122.58325,Entire home/apt,55,3,35,9/8/2023,1.69,1,111,6,City registration pending
7292504,Home in Portland · ★4.92 · 1 bedroom · 1 bed · 1 private bath,36446072,Pamela,,Arbor Lodge,45.57253,-122.68793,Private room,55,2,230,11/30/2023,2.25,1,344,27,15-201827-000-00-HO
2660141,Home in Portland · ★5.0 · 1 bedroom · 1 bed · 1 private bath,2723562,Judy,,Vernon,45.56608,-122.64608,Private room,55,2,211,12/17/2023,1.84,1,344,18,19-104707-000-00-HO
9198983,Rental unit in Portland · ★4.87 · 1 bedroom · 1 bed · 1 bath,47849184,Joe,,Woodlawn,45.56699,-122.65907,Entire home/apt,55,3,149,8/17/2020,1.51,1,39,0,15-172072-000-00-HO
15658660,Home in Portland · ★New · 1 bedroom · 1 bed · 1 private bath,1495645,Lucie,,Maplewood,45.47463,-122.73197,Private room,55,1,1,12/15/2023,1,1,253,1,City registration pending
24993362,Guest suite in Portland · ★4.84 · Studio · 1 bed · 1 bath,4687912,Amrita,,Sellwood-Moreland Improvement League,45.47664,-122.64964,Entire home/apt,55,3,82,11/12/2023,1.21,1,55,13,18-144716-000-00-HO
41286635,Guest suite in Portland · ★4.99 · Studio · 1 bed · 1 bath,324282121,Rich,,Hillsdale,45.47377,-122.68078,Entire home/apt,55,3,68,1/18/2023,1.43,1,3,3,19-228156-000-00-HO
15322001,Tiny home in Portland · ★4.85 · 1 bed · 1 bath,54436471,J Brooke,,Cully,45.55856,-122.60355,Entire home/apt,55,1,592,12/8/2023,6.75,1,140,69,City registration pending
5.63224E+17,Place to stay in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,31337921,Gabriella,,Lents,45.49049,-122.571793,Entire home/apt,55,31,5,10/8/2023,0.24,1,306,2,
7547444,Home in Portland · ★4.53 · 1 bedroom · 1 bed · 1 bath,1770933,Anastasia,,Sullivan's Gulch,45.53368,-122.64487,Private room,55,30,283,2/17/2020,2.77,1,364,0,
7.14468E+17,Guest suite in Portland · ★4.94 · 2 bedrooms · 2 beds · 1 bath,22262180,Ellie And Emilie,,Cully,45.55885,-122.5954,Entire home/apt,55,30,17,6/30/2023,1.14,1,69,12,22-163648-000-00-HO
6.13084E+17,Rental unit in Portland · ★4.92 · Studio · 1 bed · 1 bath,456011177,Chico,,Concordia,45.57192,-122.64177,Entire home/apt,55,1,12,8/28/2022,0.68,1,353,0,City registration pending
38848625,Guesthouse in Portland · ★4.59 · 1 bedroom · 1 bed · 1 bath,7219122,Peter,,Mt. Tabor,45.5115,-122.60392,Entire home/apt,55,28,29,11/30/2023,0.57,1,65,7,19-170796-000-00-HO
3480082,Bungalow in Portland · ★4.99 · 1 bedroom · 1 bed · 1 shared bath,17530443,Jenni,,Boise,45.54817,-122.67047,Private room,55,1,435,12/18/2023,3.78,1,0,66,14-254110-000-00-HO
28012054,Bungalow in Portland · ★4.97 · 1 bedroom · 1 bed · 1 private bath,132998741,Gabrielle,,Beaumont-Wilshire,45.55703,-122.62949,Private room,55,1,428,12/16/2023,6.61,1,267,73,20-119145-000-00-HO
39533952,Guest suite in Portland · ★4.80 · 1 bedroom · 2 beds · 1 bath,156974251,Melissa,,Russell,45.53513,-122.52682,Entire home/apt,55,1,115,12/5/2023,4.7,1,162,50,City registration pending
6.97912E+17,casa particular in Portland · 1 bedroom · 1 bed · 1 bath,154338,Christina,,Kenton,45.58136,-122.69945,Entire home/apt,55,31,1,10/4/2022,0.07,1,318,0,Exempt
