id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3133331,Guest suite in Portland · ★4.93 · 1 bedroom · 1 bed · 1 bath,15910930,Joy,,Southwest Hills,45.5079,-122.69002,Entire home/apt,85,1,790,12/3/2023,6.81,1,139,67,17-110657-000-00-HO
6.39183E+17,Guest suite in Portland · ★4.90 · Studio · 2 beds · 1 bath,109920552,Emma And Zoey,,King,45.562103,-122.658989,Entire home/apt,85,2,30,7/1/2023,1.71,1,319,12,City registration pending
16323535,Guesthouse in Portland · ★4.88 · 1 bedroom · 2 beds · 1 bath,6628318,Marianne,,Overlook,45.56152,-122.69327,Entire home/apt,85,1,171,4/17/2021,2.09,1,97,0,17-129979-000-00-HO
20709084,Guesthouse in Portland · ★4.97 · 1 bedroom · 2 beds · 1 bath,148253043,Matthew,,Madison South,45.53719,-122.56731,Entire home/apt,85,2,259,11/26/2023,3.44,1,260,34,17-230015-000-00-HO
21029021,Rental unit in Portland · ★4.73 · 2 bedrooms · 2 beds · 1 bath,7902031,Jessica,,Piedmont,45.56976,-122.6765,Entire home/apt,85,1,407,11/19/2023,5.49,1,341,54,18-149906-000-00-HO
10747692,Rental unit in Portland · ★4.98 · 1 bedroom · 2 beds · 1 bath,18516233,Marcia & Ray,,Alameda,45.54404,-122.63776,Entire home/apt,85,31,43,9/17/2023,0.45,1,324,2,
14963910,Rental unit in Portland · ★4.95 · 1 bedroom · 1 bed · 1 bath,17366389,Erin,,Beaumont-Wilshire,45.54471,-122.62525,Entire home/apt,85,2,320,12/3/2023,3.62,1,340,37,City registration pending
29802762,Condo in Portland · ★4.45 · 1 bedroom · 1 bed · 1 bath,10547845,Mira,,Old Town/Chinatown,45.52843,-122.67317,Entire home/apt,85,31,11,4/9/2023,0.2,1,317,1,
5.7166E+17,Guest suite in Portland · ★4.83 · 2 bedrooms · 3 beds · 1 bath,51534523,Annie,,South Portland,45.46955438,-122.6745619,Entire home/apt,85,1,77,12/5/2023,7.36,1,342,77,City registration pending
34783771,Bungalow in Portland · ★4.89 · 1 bedroom · 1 bed · 1 private bath,88039293,Dave,,Laurelhurst,45.522,-122.62158,Private room,85,2,122,11/27/2023,2.19,1,263,20,19-167377-000-00-HO
8.09535E+17,Guesthouse in Portland · ★4.98 · 1 bedroom · 1 bed · 1 bath,12303711,Erica,,Piedmont,45.57997405,-122.6749611,Entire home/apt,85,1,42,12/5/2023,7.28,1,166,42,City registration pending
13534643,Loft in Portland · ★5.0 · Studio · 1 bed · 1 bath,75800876,Anna,,South Portland,45.49552,-122.67012,Entire home/apt,85,30,20,11/4/2023,0.25,1,208,4,
53235251,Rental unit in Portland · ★4.82 · 1 bedroom · 2 beds · 1 bath,428415856,Ashley,,Irvington,45.53609,-122.65082,Entire home/apt,85,3,82,11/14/2023,3.23,1,130,33,City registration pending
7.51305E+17,Home in Portland · ★5.0 · 2 bedrooms · 2 beds · 1 bath,82716541,Christine,,Woodlawn,45.56993,-122.64955,Entire home/apt,85,28,5,11/7/2023,0.39,1,77,3,City registration pending
2360923,Rental unit in Portland · ★4.88 · 1 bedroom · 1 bed · 1 bath,3521268,Constance,,Collins View,45.45718,-122.68622,Entire home/apt,85,7,26,4/4/2021,0.22,1,88,0,16-180898-000-00-HO
24716882,Rental unit in Portland · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,529068,Trish,,Humboldt,45.55802,-122.66991,Private room,85,2,80,9/30/2023,1.18,1,118,6,City registration pending
20214662,Guest suite in Portland · ★4.84 · 1 bedroom · 1 bed · 1 bath,139135055,Charles,,Humboldt,45.558,-122.67728,Entire home/apt,85,2,68,10/8/2023,0.88,1,161,13,City registration pending
8.27509E+17,Rental unit in Portland · ★4.95 · 1 bedroom · 2 beds · 1 bath,20940822,Ben,,Rose City Park,45.5458991,-122.599542,Entire home/apt,85,3,20,11/11/2023,2.24,1,0,20,City registration pending
36803396,Guesthouse in Portland · ★4.94 · Studio · 1 bed · 1 bath,342908278,Katie,,South Portland,45.47101,-122.67585,Entire home/apt,85,2,152,11/5/2023,2.89,1,0,19,19-203715-000-00-HO
49437297,Guest suite in Portland · ★5.0 · Studio · 1 bed · 1 bath,33002914,Alison,,Goose Hollow,45.5198,-122.69547,Entire home/apt,85,2,97,12/4/2023,3.11,1,0,34,20-197401-000-00-HO
47352401,Guesthouse in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,8804048,Janet,,Vernon,45.55998,-122.64581,Entire home/apt,85,3,4,3/1/2021,0.11,1,0,0,City registration pending
29592050,Guest suite in Portland · ★4.91 · 1 bedroom · 1 bed · 1 bath,19605982,Liya & Parker,,South Tabor,45.50507,-122.59567,Entire home/apt,85,2,310,12/1/2023,4.97,1,0,54,18-269759-000-00-HO
25892907,Condo in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,32875749,Nadia,,Portland Downtown,45.51096,-122.67856,Entire home/apt,85,30,17,8/8/2023,0.34,1,331,6,
6.799E+17,Guest suite in Portland · ★4.85 · 1 bedroom · 2 beds · 1 bath,469663895,Brooke,,Hosford-Abernethy,45.5063,-122.65417,Entire home/apt,85,1,68,12/8/2023,4.05,1,346,46,City registration pending
31291509,Guest suite in Portland · ★4.98 · Studio · 1 bed · 1 bath,234182512,Mickey,,Woodstock,45.4782,-122.61199,Entire home/apt,85,2,135,11/5/2023,2.24,1,343,20,20-134120-000-00-HO
4325619,Home in Portland · ★4.94 · 1 bedroom · 2 beds · 1 bath,22461545,Robert,,Mt. Tabor,45.50857,-122.60111,Entire home/apt,85,1,299,12/10/2023,2.91,1,88,54,20-142196-000-00-HO
7.50341E+17,Rental unit in Portland · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,485867552,Daniel,,Portsmouth,45.5916458,-122.7273948,Private room,85,1,8,6/30/2023,0.58,1,364,3,City registration pending
117969,Rental unit in Portland · ★4.84 · 1 bedroom · 1 bed · 1 bath,589016,Steve,,Richmond,45.51022,-122.63088,Entire home/apt,85,2,326,11/14/2023,3.12,1,170,27,City registration pending
145199,Home in Portland · ★4.73 · 2 bedrooms · 2 beds · 1 private bath,683139,Amy,,Montavilla,45.52959,-122.59081,Private room,85,3,82,8/20/2023,0.54,1,293,2,City registration pending
52026807,Guest suite in Portland · ★4.97 · 1 bedroom · 1 bed · 1 bath,120715259,Katy,,Foster-Powell,45.48917,-122.58526,Entire home/apt,85,2,73,12/3/2023,3.4,1,353,39,22-143122-000-00-HO
28663623,Guest suite in Portland · ★4.98 · Studio · 2 beds · 1 bath,176661808,Angel,,Brooklyn Action Corps,45.49972,-122.65869,Entire home/apt,85,2,184,11/24/2023,2.93,1,269,23,City registration pending
5.93423E+17,Guest suite in Portland · ★4.86 · 2 bedrooms · 3 beds · 1 bath,257453618,Jacob,,North Tabor,45.52363,-122.5967,Entire home/apt,85,1,65,12/8/2023,3.22,1,357,35,22-188704-000-00-HO
15042822,Rental unit in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,56903072,Simone,,Overlook,45.55289,-122.68559,Entire home/apt,85,365,10,2/3/2019,0.11,1,268,0,
39246069,Guest suite in Portland · ★4.71 · 1 bedroom · 1 bed · 1 bath,20913493,Rachel,,Woodlawn,45.56844,-122.6524,Entire home/apt,85,2,21,10/16/2023,0.41,1,178,6,City registration pending
53136399,Guest suite in Portland · 1 bedroom · 1 bed · 1 bath,1656510,Paige,,Eliot,45.54393737,-122.660595,Entire home/apt,85,30,0,,,1,364,0,
3122190,Home in Portland · ★4.92 · 1 bedroom · 1 bed · 1 bath,11158071,Karri,,Mt. Tabor,45.51569,-122.59269,Entire home/apt,85,1,537,12/3/2023,4.69,1,0,57,15-236549-000-00-HO
9119299,Cottage in Portland · ★4.94 · 1 bedroom · 1 bed · 1 bath,47516888,Eric,,Cully,45.5614,-122.60212,Entire home/apt,85,1,193,10/27/2023,1.96,1,293,25,City registration pending
958634,Home in Portland · ★4.87 · 1 bedroom · 1 bed · 1.5 baths,5216499,Allison,,South Tabor,45.50315,-122.58148,Private room,85,31,30,8/6/2023,0.23,1,332,1,
20805575,Rental unit in Portland · ★4.81 · 1 bedroom · 1 bed · 1 bath,45465987,Amy,,Mt. Tabor,45.51601,-122.5883,Entire home/apt,85,2,74,11/25/2023,0.97,1,355,8,City registration pending
52882377,Condo in Portland · ★4.60 · 1 bedroom · 2 beds · 1 bath,428145718,Nita,,Old Town/Chinatown,45.52711,-122.67194,Entire home/apt,85,30,10,10/16/2023,0.41,1,185,6,Exempt
584676,Condo in Portland · ★4.73 · 1 bedroom · 1 bed · 1 bath,2881063,Kevin,,Northwest District,45.52972,-122.69269,Entire home/apt,85,2,79,3/28/2023,0.57,1,206,8,City registration pending
5.4952E+17,Home in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,400364710,Charles,,Sellwood-Moreland Improvement League,45.47619,-122.65761,Entire home/apt,85,30,3,9/16/2022,0.14,1,165,0,City registration pending
19051513,Home in Portland · ★4.92 · 1 bedroom · 1 bed · 1 bath,132980319,Sara,,Roseway,45.55268,-122.59636,Entire home/apt,85,2,98,11/28/2023,1.26,1,328,18,17-180212-000-00-HO
37693150,Guest suite in Portland · ★4.88 · Studio · 2 beds · 1 bath,48377732,Andy,,Multnomah,45.46897,-122.71615,Entire home/apt,85,3,60,8/11/2023,1.13,1,24,4,19-235157-000-00-HO
34315955,Home in Portland · ★4.75 · 2 bedrooms · 2 beds · 1 bath,24869663,Amanda,,Parkrose Heights,45.53933,-122.54768,Entire home/apt,85,30,12,8/31/2023,0.39,1,110,4,
26717394,Guesthouse in Portland · ★4.97 · 1 bedroom · 2 beds · 1 bath,5190363,John,,Sellwood-Moreland Improvement League,45.4593,-122.6575,Entire home/apt,85,1,471,12/10/2023,7.11,1,0,58,Exempt
5.5167E+17,Home in Portland · 1 bedroom · 1 bed · 1 private bath,6903632,Terry,,Beaumont-Wilshire,45.54589,-122.62772,Private room,85,1,0,,,1,365,0,21-095965-000-00-HO
9.87856E+17,Home in Portland · 4 bedrooms · 6 beds · 1 bath,76259815,Wendy,,Woodstock,45.48301,-122.61612,Entire home/apt,86,30,0,,,1,128,0,
19609470,Guesthouse in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,1510664,Jessica,,Boise,45.55275,-122.67202,Entire home/apt,86,2,281,11/23/2023,3.59,1,167,57,17-102169-000-00-HO
37919008,Rental unit in Portland · ★4.87 · 2 bedrooms · 2 beds · 1 bath,87625287,Dan,,Kenton,45.58106,-122.69228,Entire home/apt,86,2,54,9/8/2023,1.04,1,140,18,City registration pending
32617426,Guesthouse in Portland · ★4.95 · 1 bedroom · 2 beds · 1 bath,373547,Vinay,,Arbor Lodge,45.56998,-122.69238,Entire home/apt,86,2,320,12/18/2023,5.63,1,0,63,19-115330-000-00-HO
2735985,Guest suite in Portland · ★4.99 · 1 bedroom · 1 bed · 1 bath,5445817,Laura,,Buckman,45.52169,-122.64762,Entire home/apt,86,2,321,12/11/2023,4.17,1,0,43,16-265887-000-00-HO
8740782,Rental unit in Portland · ★4.81 · 1 bedroom · 3 beds · 1 bath,45007538,Ngone,,Bridlemile,45.49008,-122.72925,Entire home/apt,86,1,351,11/10/2023,3.79,1,63,30,17-213999-000-00-HO
5.43509E+17,Guesthouse in Portland · ★4.86 · 2 bedrooms · 3 beds · 1 bath,7957758,Eline + Richie,,Sabin,45.5507,-122.65308,Entire home/apt,86,1,6,12/2/2023,0.33,1,0,1,22-124143-000-00-HO
11134954,Guesthouse in Portland · ★4.94 · 1 bedroom · 2 beds · 1 bath,57864996,Scott,,Arbor Lodge,45.57479,-122.69094,Entire home/apt,86,3,188,12/18/2023,2.04,1,205,28,17-125584-000-00-HO
9.29777E+17,Rental unit in Portland · 1 bedroom · 1 bed · 1 bath,524133889,Lynne,,Rose City Park,45.5401144,-122.604195,Entire home/apt,86,30,0,,,1,0,0,
18720958,Guest suite in Portland · ★4.98 · 1 bedroom · 2 beds · 1 bath,4880727,Marnie & Kim,,Laurelhurst,45.53032,-122.62936,Entire home/apt,86,2,219,11/17/2023,2.73,1,0,23,17-209646-000-00-HO
24120344,Guest suite in Portland · ★4.87 · 1 bedroom · 1 bed · 1 bath,45297070,Mark,,Boise,45.54971,-122.67474,Entire home/apt,86,1,708,12/3/2023,10.22,1,60,144,17-274308-000-00-HO
21754288,Guesthouse in Portland · ★4.91 · 1 bedroom · 1 bed · 1 bath,54808736,Kim,,Roseway,45.5447464,-122.5892029,Entire home/apt,86,2,316,11/14/2023,4.28,1,168,37,17-256066-000-00-HO
34569604,Home in Portland · ★4.98 · 1 bedroom · 2 beds · 1 bath,26073388,Lindsey,,Kenton,45.58261,-122.68343,Entire home/apt,86,2,409,12/5/2023,7.87,1,54,86,17-146736-000-00-HO
5127548,Guest suite in Portland · ★4.97 · 1 bedroom · 1 bed · 1 bath,7630516,Linda,,King,45.56101,-122.66292,Entire home/apt,86,2,435,11/13/2023,4.27,1,168,40,15-172757-000-00-HO
52584189,Guest suite in Portland · ★4.96 · 1 bedroom · 1 bed · 1 bath,38262590,Lilli,,Hillsdale,45.47889709,-122.6868591,Entire home/apt,86,2,75,11/12/2023,2.96,1,167,36,21-101654-000-00-HO
39969259,Guest suite in Portland · ★4.85 · 1 bedroom · 1 bed · 1 bath,807266,Kim,,Multnomah,45.45901,-122.71411,Entire home/apt,86,2,39,12/2/2023,2.29,1,138,27,19-118807-000-00-HO
6.60017E+17,Guesthouse in Portland · ★4.95 · 1 bedroom · 2 beds · 1 bath,466054612,Vanessa,,West Portland Park,45.44468,-122.72484,Entire home/apt,86,1,58,12/4/2023,3.28,1,344,43,City registration pending
18191700,Loft in Portland · ★4.83 · 1 bedroom · 2 beds · 1 bath,109509841,Doug,,King,45.55853,-122.65406,Entire home/apt,86,2,326,12/13/2023,4.09,1,90,29,Exempt
14686967,Loft in Portland · ★4.77 · 1 bedroom · 2 beds · 1 bath,51738043,Doug,,Vernon,45.56027,-122.65199,Entire home/apt,86,2,313,12/13/2023,3.55,1,0,28,Exempt
9.47804E+17,Rental unit in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,97263217,Janie And Michael,,Richmond,45.50244044,-122.6306576,Entire home/apt,86,2,7,12/12/2023,2.84,1,0,7,23-029190-000-00-HO
5.94844E+17,Guesthouse in Portland · ★5.0 · Studio · 1 bed · 1 bath,61157693,Marleigh,,St. Johns,45.59575,-122.75512,Entire home/apt,86,1,27,12/17/2023,4.74,1,154,27,22-136331-000-00-HO
8.59265E+17,Rental unit in Portland · ★4.44 · 2 bedrooms · 2 beds · 1 bath,181205324,Plushy,,Boise,45.5474371,-122.6763525,Entire home/apt,86,2,9,11/18/2023,1.22,1,362,9,22-194226-000-00-HO
1.0243E+18,Home in Portland · ★4.67 · Studio · 1 bed · 1 bath,19754870,Josefa,,Boise,45.55326327,-122.6664706,Entire home/apt,86,1,2,12/16/2023,2,1,0,2,City registration pending
15859206,Home in Portland · ★4.92 · 1 bedroom · 1 bed · 1.5 baths,13615952,Nicole,,St. Johns,45.59319,-122.74941,Private room,87,4,131,3/16/2023,1.59,1,89,5,17-104436-000-00-HO
19197609,Home in Portland · ★4.90 · 2 bedrooms · 2 beds · 1 bath,134299336,Holly & Sky,,Richmond,45.5118,-122.63124,Entire home/apt,87,1,296,12/17/2023,3.76,1,0,30,17-187117-000-00-HO
35013488,Guest suite in Portland · ★4.92 · 1 bedroom · 1 bed · 1 bath,289998249,Lana,,Sabin,45.55761,-122.65153,Entire home/apt,87,2,168,10/16/2023,3.03,1,82,27,City registration pending
9.88608E+17,Home in Portland · ★New · 2 bedrooms · 2 beds · 1 bath,4134133,Kay,,Rose City Park,45.53000403,-122.6038736,Entire home/apt,87,2,1,11/26/2023,1,1,255,1,City registration pending
42063871,Tiny home in Portland · ★5.0 · 1 bedroom · 1 bed · 1 bath,26919028,Katrina,,Buckman,45.5224,-122.63958,Entire home/apt,87,30,4,7/17/2023,0.31,1,149,3,20-109078-000-00-HO
4914388,Guesthouse in Portland · ★4.91 · Studio · 1 bath,25307230,Mia,,Hosford-Abernethy,45.50479,-122.65127,Entire home/apt,87,2,354,12/4/2023,3.32,1,0,46,17-156225-000-00-HO
4204652,Rental unit in Portland · ★4.88 · Studio · 1 bed · 1 bath,3867866,Maren,,Buckman,45.51278,-122.65087,Entire home/apt,87,30,81,12/14/2022,0.73,1,269,0,
7.55752E+17,Rental unit in Portland · 2 bedrooms · 2 beds · 1 bath,13273544,Jackie,,Concordia,45.56166,-122.6326,Entire home/apt,87,30,1,12/30/2022,0.08,1,159,1,
34285685,Guest suite in Portland · ★4.97 · 1 bedroom · 2 beds · 1 bath,156237727,Gwen,,St. Johns,45.58743,-122.73967,Entire home/apt,87,2,138,11/21/2023,2.46,1,46,24,19-153251-000-00-HO
47758484,Guest suite in Portland · ★4.87 · 1 bedroom · 1 bed · 1 bath,20171998,Christopher,,Concordia,45.57155,-122.63387,Entire home/apt,87,2,23,11/18/2023,0.66,1,180,12,City registration pending
36977618,Home in Portland · ★4.98 · 1 bedroom · 1 bed · 1 private bath,33769719,Scott,,Creston-Kenilworth,45.49119,-122.61208,Private room,87,1,98,11/25/2023,1.84,1,67,24,19-225486-000-00-HO
7.72044E+17,Guesthouse in Portland · 1 bedroom · 1 bed · 1 bath,20452429,Brennan,,Montavilla,45.53114,-122.59225,Entire home/apt,87,2,2,2/17/2023,0.19,1,39,2,City registration pending
35318813,Loft in Portland · ★5.0 · 1 bedroom · 2 beds · 1 bath,27977619,Julie,,Buckman,45.52054,-122.65354,Entire home/apt,87,2,259,12/16/2023,5.17,1,177,56,19-172328-000-00-HO
8.70604E+17,Rental unit in Portland · 1 bedroom · 1 bed · 1 bath,510247615,Sarah,,Northwest District,45.52841099,-122.6942276,Entire home/apt,87,30,1,8/1/2023,0.21,1,200,1,
967959,Rental unit in Portland · ★4.88 · 1 bedroom · 2 beds · 1 bath,1507209,Penelope And Nathan,,King,45.55715,-122.65553,Entire home/apt,88,1,652,12/11/2023,5.1,1,350,45,14-221961-000-00-HO
35318843,Guesthouse in Portland · ★4.92 · 1 bedroom · 2 beds · 1 bath,448315275,Geoff,,Humboldt,45.56225,-122.6767,Entire home/apt,88,2,87,12/5/2023,1.58,1,160,34,19-153416-000-00-HO
7.19486E+17,Guesthouse in Portland · ★4.97 · 1 bedroom · 2 beds · 1 bath,462390230,Forrest,,Irvington,45.54519381,-122.6574743,Entire home/apt,88,2,72,12/2/2023,6.15,1,308,72,22-200803-000-00-HO
8.84319E+17,Rental unit in Portland · ★5.0 · Studio · 1 bed · 1 bath,357003060,Shannon,,Cathedral Park,45.59047985,-122.7602733,Entire home/apt,88,3,17,11/28/2023,2.8,1,174,17,City registration pending
6.0642E+17,Home in Portland · ★4.93 · 1 bedroom · 2 beds · 1 bath,2293902,Garrett,,Ashcreek,45.46555,-122.72735,Entire home/apt,88,2,111,12/18/2023,5.5,1,81,66,City registration pending
46798301,Guesthouse in Portland · ★4.87 · 1 bedroom · 2 beds · 1 bath,18607098,Ted & Lori,,Rose City Park,45.54434,-122.61045,Entire home/apt,88,2,51,10/29/2023,1.71,1,0,17,City registration pending
8.57091E+17,Rental unit in Portland · ★4.96 · Studio · 2 beds · 1 bath,34150929,Carissa,,Northwest District,45.52613981,-122.6890833,Entire home/apt,88,1,26,11/29/2023,4.36,1,71,26,City registration pending
20971263,Guest suite in Portland · ★4.93 · 2 bedrooms · 3 beds · 1.5 baths,16704194,Michael,,Hazelwood,45.52999,-122.5443,Entire home/apt,88,2,120,12/4/2023,1.6,1,342,26,17-224688-000-00-HO
9.37345E+17,Rental unit in Portland · 1 bedroom · 1 bed · 1 bath,148406683,Morvarid,,Portland Downtown,45.50661,-122.67358,Entire home/apt,88,30,1,12/5/2023,1,1,364,1,
17592786,Rental unit in Portland · 1 bedroom · 1 bed · 1 bath,1390080,Anita And Aaron,,Rose City Park,45.53911,-122.60464,Entire home/apt,88,30,2,5/1/2018,0.03,1,1,0,
9.42353E+17,Home in Portland · 2 bedrooms · 2 beds · 1 bath,79759220,Daniel,,Cathedral Park,45.58647099,-122.7506331,Entire home/apt,88,31,1,9/30/2023,0.37,1,178,1,City registration pending
23332931,Guesthouse in Portland · ★4.99 · 1 bedroom · 2 beds · 1 bath,34537748,Richard And Maureen,,King,45.55374908,-122.6602554,Entire home/apt,88,2,276,12/10/2023,5.42,1,4,88,19-200681-000-00-HO
12699642,Guesthouse in Portland · ★4.98 · 1 bedroom · 2 beds · 1 bath,69029284,Jenni,,Rose City Park,45.53265,-122.60379,Entire home/apt,88,2,466,12/1/2023,6.03,1,0,56,17-192380-000-00-HO
7.49605E+17,Guest suite in Portland · ★4.96 · 1 bedroom · 1 bed · 1 bath,17654502,Lade,,Northwest District,45.52739688,-122.6894182,Entire home/apt,88,1,46,12/4/2023,3.49,1,0,43,City registration pending
8.20972E+17,Home in Portland · ★4.84 · 2 bedrooms · 3 beds · 1 bath,116888183,Dina,,Eliot,45.54823626,-122.6637274,Entire home/apt,88,1,66,12/17/2023,6.78,1,0,66,City registration pending
15361775,Rental unit in Portland · ★4.84 · 1 bedroom · 2 beds · 1 bath,13580938,Bradford,,Sellwood-Moreland Improvement League,45.48152,-122.64528,Entire home/apt,88,2,147,11/7/2023,1.7,1,179,3,16-273542-000-00-HO
36670794,Home in Portland · ★4.79 · 2 bedrooms · 2 beds · 1 bath,61699098,Shelby,,Eliot,45.54412,-122.65897,Entire home/apt,89,30,42,8/25/2023,0.78,1,108,5,
9.57234E+17,Home in Portland · ★5.0 · Studio · 2 beds · 1 bath,127919376,Michelle,,Boise,45.55341908,-122.6771213,Entire home/apt,89,1,3,12/16/2023,2.31,1,165,3,City registration pending
23875080,Home in Portland · ★4.81 · 1 bedroom · 1 bed · 1 bath,1396103,Mary And Stephen,,Hollywood,45.53382,-122.61588,Entire home/apt,89,1,380,12/18/2023,5.51,1,73,67,City registration pending
25430968,Guest suite in Portland · ★4.90 · 1 bedroom · 1 bed · 1 private bath,191982844,Mark,,Northwest District,45.53527,-122.70282,Private room,89,1,167,12/4/2023,3.02,1,89,42,17-288852-000-00-ho
18636900,Rental unit in Portland · ★4.96 · 1 bedroom · 2 beds · 1 bath,17733541,Tony,,Sabin,45.55101013,-122.6549301,Entire home/apt,89,2,353,12/5/2023,4.42,1,155,36,17-179144-000-00-HO
11669364,Guest suite in Portland · ★5.0 · Studio · 1 bed · 1 bath,19264481,Matthew,,Brooklyn Action Corps,45.49485,-122.65221,Entire home/apt,89,2,7,9/5/2022,0.29,1,41,0,17-138265-000-00-HO
16930041,Rental unit in Portland · ★4.53 · 1 bedroom · 1 bed · 1 bath,113107794,Karen,,Northwest District,45.52633,-122.69832,Entire home/apt,89,2,157,11/12/2023,1.89,1,180,25,City registration pending
50290680,Guest suite in Portland · ★4.86 · 1 bedroom · 1 bed · 1 bath,16204150,Bill,,Concordia,45.55738,-122.64077,Entire home/apt,89,2,50,9/25/2023,1.62,1,0,15,City registration pending
11363892,Rental unit in Portland · ★4.67 · 2 bedrooms · 2 beds · 2 baths,53233824,Heidi,,Sunnyside,45.51722,-122.63579,Entire home/apt,89,2,603,12/15/2023,6.34,1,0,84,17-251606-000-00-LU
5.05919E+17,Home in Portland · ★4.91 · 2 bedrooms · 2 beds · 1 bath,27978474,Julie,,Concordia,45.57118,-122.63335,Entire home/apt,89,2,101,12/9/2023,4.07,1,58,38,18-184228-000-00-HO
8.0967E+17,Rental unit in Portland · 2 bedrooms · 2 beds · 2 baths,265276953,Austin,,Montavilla,45.5175762,-122.5769902,Entire home/apt,89,30,2,9/17/2023,0.29,1,352,2,
8069102,Guest suite in Portland · ★4.85 · 1 bedroom · 1 bed · 1 private bath,42609088,Christopher,,Creston-Kenilworth,45.49286,-122.63426,Private room,89,1,182,12/2/2023,1.8,1,365,24,City registration pending
7885712,Guesthouse in Portland · ★4.92 · Studio · 2 beds · 1 bath,41571033,Sari,,Hosford-Abernethy,45.50856295,-122.6408327,Entire home/apt,89,1,515,12/16/2023,5.13,1,308,83,15-236781-000-00-HO
48351661,Guesthouse in Portland · ★4.94 · 1 bedroom · 1 bed · 1 bath,59218361,Wanda,,Eliot,45.53619,-122.65986,Entire home/apt,89,5,35,11/16/2023,1.76,1,242,19,City registration pending
46202733,Home in Portland · ★4.89 · 2 bedrooms · 3 beds · 1 bath,349910377,Tony,,Montavilla,45.50671,-122.57327,Entire home/apt,89,30,9,5/31/2023,0.25,1,169,2,
5.8122E+17,Rental unit in Portland · ★4.52 · 1 bedroom · 1 bed · 1 bath,449265760,Karen,,Northwest District,45.525627,-122.697334,Entire home/apt,89,2,46,11/24/2023,2.27,1,180,32,City registration pending
6.25448E+17,Guesthouse in Portland · ★4.87 · 1 bedroom · 2 beds · 1.5 baths,458446363,Aj,,Cully,45.55962,-122.6185,Entire home/apt,89,1,46,12/1/2023,2.42,1,0,26,City registration pending
24414396,Guest suite in Portland · ★4.98 · 1 bedroom · 1 bed · 1 bath,184330974,April,,Richmond,45.50102,-122.61604,Entire home/apt,89,30,62,9/17/2022,0.91,1,177,0,18-126654-000-00-HO
18433339,Guest suite in Portland · ★4.96 · 1 bedroom · 2 beds · 1 bath,53953234,Ryan,,Richmond,45.50639,-122.62028,Entire home/apt,89,2,281,11/13/2023,3.51,1,171,26,17-162810-000-00-HO
38671207,Rental unit in Portland · ★4.92 · Studio · 1 bed · 1 bath,774106,Sharon,,Buckman,45.52237,-122.64993,Entire home/apt,89,2,256,12/17/2023,5.26,1,162,63,19-215912-000-00-HO
14785325,Guesthouse in Portland · ★4.98 · 1 bedroom · 2 beds · 1.5 baths,17456214,Tom,,Concordia,45.56244,-122.63291,Entire home/apt,89,2,293,11/26/2023,3.32,1,239,52,16-233375-000-00-HO
8782831,Guest suite in Portland · ★4.81 · 1 bedroom · 2 beds · 1 private bath,15357352,Megan,,Hayhurst,45.47973,-122.72562,Private room,89,2,106,11/25/2023,1.63,1,198,24,City registration pending
2390685,Guesthouse in Portland · ★4.96 · 1 bedroom · 1 bed · 1 bath,2333787,Duston & Genevieve,,Concordia,45.56341,-122.63465,Entire home/apt,89,2,768,12/18/2023,7.51,1,245,91,15-215449-000-00-HO
13923118,Rental unit in Portland · ★4.93 · 1 bedroom · 2 beds · 1 bath,52202264,Kalyn,,Northwest District,45.53041,-122.68979,Entire home/apt,89,2,272,11/28/2023,3,1,258,26,16-202279-000-00-HO
34512519,Guesthouse in Portland · ★4.95 · 1 bedroom · 1 bed · 1 bath,66965972,Merry,,Southwest Hills,45.49539,-122.70741,Entire home/apt,89,1,62,12/3/2023,1.11,1,72,12,19-193776-000-00-HO
5.76978E+17,Guesthouse in Portland · ★4.93 · 2 bedrooms · 3 beds · 1 bath,55354381,Li,,Glenfair,45.52281,-122.50551,Entire home/apt,89,3,27,11/25/2023,1.75,1,269,24,22-168880-000-00-HO
21046136,Guesthouse in Portland · ★4.95 · 1 bedroom · 2 beds · 1 bath,7391129,Wallis,,Arbor Lodge,45.57015,-122.68674,Entire home/apt,89,2,391,12/16/2023,5.16,1,157,55,17-237345-000-00-HO
5607847,Rental unit in Portland · ★5.0 · 1 bedroom · 2 beds · 1 bath,11358484,Rachel,,Mt. Tabor,45.51627569,-122.6041848,Entire home/apt,89,2,5,12/3/2023,3.26,1,81,5,City registration pending
32205876,Rental unit in Portland · 1 bedroom · 1 bed · 1 bath,241675301,Jovenco,,Northwest District,45.53263,-122.69878,Entire home/apt,89,30,1,7/1/2019,0.02,1,0,0,
1411299,Rental unit in Portland · ★4.96 · 1 bedroom · 2 beds · 1 bath,6960996,David,,Richmond,45.50152,-122.62856,Entire home/apt,89,2,227,11/29/2023,2.38,1,252,36,16-109354-000-00-HO
